,order_id,user_id,product_id,aisle_id,department_id,order_number,order_dow,order_hour_of_day,days_since_prior_order,add_to_cart_order,reordered,user_total_orders,user_avg_days_between,user_avg_cart_pos,user_total_reorders,prod_total_reorders,prod_reorder_rate,prod_order_count,prod_avg_cart_pos
15290,268382,203638,24492,66,6,8,3,20,30.0,7,0,8,30.0,8.0,6,13,0.23214285714285715,56,9.446428571428571
1129687,2897110,160990,23909,84,16,31,2,12,21.0,4,1,31,21.0,5.0,8,1248,0.8103896103896104,1540,5.702597402597402
602869,1244388,60356,17726,31,7,4,2,15,2.0,1,0,4,2.0,3.5,2,13,0.6842105263157895,19,4.631578947368421
1224572,3021062,40718,22935,83,4,8,0,14,6.0,8,1,8,6.0,12.5,23,3094,0.7212121212121212,4290,8.864801864801866
1330066,3404380,185074,43735,83,4,10,5,09,0.0,11,0,10,0.0,8.0,7,144,0.6127659574468085,235,9.085106382978724
491337,1133743,67326,8309,120,16,4,6,18,30.0,14,0,4,30.0,11.5,1,275,0.7596685082872928,362,7.903314917127072
88568,371518,74117,12564,131,9,10,5,21,15.0,4,1,10,15.0,8.0,12,120,0.6,200,10.185
1072512,2821488,200985,20802,98,7,5,2,12,30.0,2,0,5,30.0,2.5,0,19,0.5757575757575758,33,8.454545454545455
696872,1642726,142406,22825,24,4,23,0,09,9.0,31,1,23,9.0,17.5,22,1308,0.6909667194928685,1893,9.758584257791865
1181766,2964605,116715,24805,92,18,6,6,07,11.0,25,0,6,11.0,18.5,22,0,0.0,5,16.8
1107862,2652370,6051,6631,31,7,5,2,05,30.0,10,0,5,30.0,6.5,8,282,0.6588785046728972,428,6.936915887850467
1016817,2486908,155808,38720,89,13,26,3,22,30.0,6,0,26,30.0,7.5,6,40,0.4166666666666667,96,11.041666666666666
1146633,2912759,110595,25767,121,14,57,1,13,6.0,1,1,57,6.0,5.0,9,83,0.6102941176470589,136,10.507352941176471
1340183,3183787,106469,28204,24,4,6,0,19,28.0,20,0,6,28.0,10.5,14,2426,0.7448572305802886,3257,7.2014123426466075
39437,296784,71140,11193,57,14,55,1,10,7.0,3,1,55,7.0,8.0,14,58,0.651685393258427,89,9.573033707865168
252552,804553,185742,5166,105,13,13,6,16,21.0,13,0,13,21.0,13.5,16,0,0.0,2,9.0
1293400,3129855,27486,44142,83,4,18,1,11,30.0,5,1,18,30.0,5.5,5,925,0.6301089918256131,1468,8.703678474114442
297948,855248,151783,39922,123,4,4,5,20,4.0,11,0,4,4.0,7.0,8,204,0.555858310626703,367,8.288828337874659
1153892,2709974,96656,44557,92,18,14,3,15,26.0,5,0,14,26.0,7.0,10,28,0.6829268292682927,41,11.170731707317072
332162,654735,37976,15937,83,4,4,4,15,2.0,4,0,4,2.0,4.5,3,404,0.519280205655527,778,9.769922879177377
7300,260171,191464,10326,24,4,13,0,13,30.0,1,0,13,30.0,2.5,3,283,0.672209026128266,421,4.710213776722091
913329,2171905,6929,34530,7,12,23,4,14,6.0,9,0,23,6.0,5.0,4,153,0.5331010452961672,287,9.679442508710801
381080,728181,155421,46979,83,4,28,0,17,3.0,16,1,28,3.0,9.0,17,2457,0.6352119958634953,3868,9.408738366080662
62614,342736,109531,27086,53,16,37,4,11,13.0,4,1,37,13.0,7.0,10,1898,0.783003300330033,2424,6.81023102310231
436793,1068209,155236,13393,81,15,8,0,12,21.0,4,0,8,21.0,10.0,5,4,0.4,10,11.3
674947,1811633,177369,24759,77,7,16,3,15,30.0,5,1,16,30.0,11.0,18,170,0.5483870967741935,310,7.935483870967742
1363104,3235150,181684,36550,86,16,14,2,12,22.0,5,1,14,22.0,8.5,12,408,0.7259786476868327,562,7.110320284697509
763472,1726288,63222,7925,49,12,7,6,17,6.0,3,1,7,6.0,11.0,11,44,0.4835164835164835,91,8.582417582417582
392959,1007402,25836,38312,120,16,13,6,13,30.0,11,1,13,30.0,10.0,17,139,0.7433155080213903,187,7.989304812834225
139244,437220,177978,27193,11,11,7,3,08,8.0,6,0,7,8.0,4.5,5,0,0.0,1,6.0
1255277,3309162,114571,651,36,16,9,4,08,30.0,5,1,9,30.0,12.0,22,373,0.636518771331058,586,8.320819112627987
632993,1548176,154189,5212,123,4,26,3,04,8.0,4,1,26,8.0,7.5,13,634,0.7423887587822015,854,8.429742388758783
710360,1664661,82670,40174,84,16,66,3,14,7.0,3,1,66,7.0,14.5,26,525,0.7653061224489796,686,5.855685131195335
278243,832809,79699,24362,134,5,12,4,20,12.0,1,1,12,12.0,2.5,1,14,0.45161290322580644,31,4.161290322580645
1031385,2515097,167229,33000,36,16,11,1,13,9.0,6,1,11,9.0,17.5,28,1018,0.6897018970189702,1476,7.264227642276423
366567,718237,61447,14159,24,4,4,5,21,0.0,1,1,4,0.0,1.5,2,77,0.44508670520231214,173,7.341040462427745
144000,439283,107138,1485,48,14,8,0,13,13.0,6,1,8,13.0,14.5,19,54,0.6585365853658537,82,8.012195121951219
775512,1740159,146550,45676,73,11,10,6,09,7.0,2,0,10,7.0,3.5,3,0,0.0,4,7.75
807435,1980400,71840,34358,83,4,19,4,15,5.0,1,1,19,5.0,15.5,14,1190,0.6197916666666666,1920,8.795833333333333
1190570,2976192,174952,9138,115,7,4,5,12,7.0,1,0,4,7.0,7.0,0,81,0.7714285714285715,105,7.704761904761905
1316198,3155672,184004,24852,24,4,4,0,18,6.0,5,1,4,6.0,4.0,3,16557,0.8841717398269785,18726,4.959414717505073
305980,864648,122466,1117,106,12,10,0,10,21.0,4,0,10,21.0,3.5,2,161,0.624031007751938,258,7.988372093023256
1019042,2559659,128295,21938,83,4,9,1,16,29.0,6,0,9,29.0,4.5,4,1493,0.5922253074176914,2521,9.889726299087664
120710,410734,35420,43565,49,12,5,1,18,30.0,29,0,5,30.0,16.0,16,201,0.5742857142857143,350,8.088571428571429
469393,1103829,2915,49683,83,4,24,0,13,30.0,5,0,24,30.0,10.5,13,1709,0.7082469954413593,2413,7.414836303356817
1173215,2727824,173044,8309,120,16,6,2,11,14.0,10,0,6,14.0,6.0,9,275,0.7596685082872928,362,7.903314917127072
125990,418771,35813,47626,24,4,6,0,23,7.0,8,1,6,7.0,11.5,13,5923,0.7280885064535956,8135,8.063306699446835
1224132,3019998,141288,23516,17,13,14,0,13,30.0,10,0,14,30.0,5.5,0,103,0.3539518900343643,291,10.326460481099657
522518,1385395,178801,40571,120,16,4,5,18,12.0,10,1,4,12.0,7.5,5,492,0.7592592592592593,648,7.979938271604938
935529,2389218,49748,19678,83,4,5,2,16,21.0,11,0,5,21.0,6.5,4,720,0.6132879045996593,1174,9.804940374787053
1267255,3323295,30381,37067,24,4,10,3,14,9.0,1,1,10,9.0,4.0,6,1329,0.5698970840480274,2332,6.256861063464837
1166792,2943510,87911,21137,24,4,60,0,07,7.0,3,1,60,7.0,7.0,13,8603,0.7897007527079126,10894,8.017073618505599
1175208,2958347,148036,29987,21,16,5,1,16,30.0,5,1,5,30.0,8.0,9,526,0.5572033898305084,944,10.189618644067796
354422,692440,149118,47209,24,4,6,6,20,24.0,7,1,6,24.0,4.5,4,6042,0.8284656519950637,7293,6.972850678733032
541109,1410872,83784,10862,65,11,32,6,09,14.0,7,1,32,14.0,5.5,5,22,0.4074074074074074,54,9.907407407407407
969565,2251834,130688,13176,24,4,12,0,20,2.0,6,1,12,2.0,5.5,8,13362,0.8631782945736434,15480,4.763501291989664
1156423,2716920,128039,27966,123,4,15,4,16,7.0,1,1,15,7.0,4.0,4,4279,0.7715470609448251,5546,7.628921745402091
983547,2433159,24372,49241,130,14,7,2,09,30.0,1,1,7,30.0,4.0,4,41,0.5942028985507246,69,8.08695652173913
965145,2240644,59213,30450,88,13,6,1,13,30.0,24,0,6,30.0,13.0,12,486,0.571764705882353,850,8.471764705882354
148545,174525,69302,15269,21,16,19,0,13,8.0,7,1,19,8.0,15.0,17,75,0.5244755244755245,143,11.335664335664335
911001,2353189,47590,29406,93,3,6,1,18,30.0,4,0,6,30.0,8.0,6,6,0.6666666666666666,9,8.777777777777779
331192,652561,114893,11777,123,4,15,5,14,30.0,5,1,15,30.0,5.0,4,1014,0.6791694574681849,1493,8.235097119892833
941593,2207205,191985,4812,92,18,8,1,09,30.0,12,0,8,30.0,6.5,6,52,0.611764705882353,85,10.588235294117647
139760,157448,99487,19613,83,4,36,1,20,8.0,7,1,36,8.0,7.5,10,89,0.7235772357723578,123,9.325203252032521
350291,915492,42272,25419,108,16,5,5,16,30.0,10,0,5,30.0,6.0,1,2,0.18181818181818182,11,8.090909090909092
651063,1787720,31918,32671,114,17,12,5,16,10.0,14,0,12,10.0,8.0,11,0,0.0,5,12.0
903889,2345854,15917,24253,121,14,7,0,19,30.0,16,0,7,30.0,11.0,6,117,0.6647727272727273,176,8.494318181818182
413936,1043033,151605,40360,131,9,8,3,13,30.0,18,1,8,30.0,10.5,8,4,0.36363636363636365,11,8.454545454545455
812789,2034622,118957,31654,54,17,5,4,14,9.0,10,1,5,9.0,12.0,13,38,0.6785714285714286,56,8.857142857142858
197706,494748,34888,24852,24,4,8,6,15,30.0,5,1,8,30.0,4.5,6,16557,0.8841717398269785,18726,4.959414717505073
660246,1589664,188431,5876,24,4,36,0,20,0.0,11,1,36,0.0,6.5,12,2510,0.7161198288159771,3505,8.381455064194009
824596,2003567,154119,31506,19,13,4,6,10,30.0,15,0,4,30.0,15.5,13,1030,0.49806576402321084,2068,9.710831721470019
1098456,2861382,69531,16797,24,4,12,5,10,19.0,4,0,12,19.0,6.5,3,4786,0.7369879889128427,6494,7.441330458885124
6847,259057,22382,16589,107,19,33,0,07,15.0,8,1,33,15.0,7.0,11,210,0.7446808510638298,282,7.843971631205674
169085,459973,178900,23472,93,3,6,0,09,21.0,1,1,6,21.0,5.5,8,17,0.6538461538461539,26,8.5
724869,1870906,190784,11941,128,3,6,1,18,18.0,8,1,6,18.0,11.5,15,122,0.5951219512195122,205,11.239024390243902
464077,1295917,91671,40198,120,16,8,6,15,9.0,5,1,8,9.0,11.5,12,299,0.5909090909090909,506,8.733201581027668
1159214,2930381,34694,32611,88,13,4,6,16,30.0,3,0,4,30.0,4.5,1,27,0.5192307692307693,52,10.942307692307692
952093,2218730,124315,25256,84,16,6,4,14,28.0,1,0,6,28.0,2.0,0,91,0.4212962962962963,216,9.189814814814815
169659,461682,112830,17794,83,4,26,6,10,7.0,2,1,26,7.0,6.0,9,1643,0.657989587505006,2497,9.277533039647578
1066168,2806479,138001,11281,61,19,26,4,10,7.0,2,1,26,7.0,4.0,5,89,0.5174418604651163,172,8.662790697674419
220277,765395,72885,45223,94,7,8,1,09,30.0,4,1,8,30.0,12.0,17,71,0.6454545454545455,110,8.318181818181818
656806,1580986,134095,48720,129,1,70,0,08,5.0,1,1,70,5.0,8.0,15,118,0.5592417061611374,211,10.364928909952607
1065295,2804926,195921,14705,105,13,26,6,12,30.0,5,0,26,30.0,6.0,7,29,0.3411764705882353,85,8.388235294117647
329028,903295,153308,1870,34,1,29,0,14,8.0,16,1,29,8.0,8.5,16,13,0.65,20,15.45
313817,884027,10371,2295,83,4,4,6,10,9.0,6,1,4,9.0,6.0,8,670,0.5746140651801029,1166,9.996569468267582
1283820,3343798,166394,39491,107,19,32,1,16,10.0,22,0,32,10.0,18.0,23,83,0.5123456790123457,162,10.82716049382716
52452,57193,104079,7425,22,11,7,2,06,11.0,10,0,7,11.0,7.5,7,0,0.0,1,10.0
602243,1242971,12680,26047,1,20,4,5,10,30.0,6,1,4,30.0,12.0,15,154,0.7403846153846154,208,8.735576923076923
966700,2244685,43364,30597,53,16,8,2,13,11.0,14,1,8,11.0,13.0,13,102,0.8360655737704918,122,5.237704918032787
1326403,3400689,59299,27966,123,4,8,2,14,11.0,3,1,8,11.0,10.0,15,4279,0.7715470609448251,5546,7.628921745402091
756033,1901455,168745,14408,92,18,5,0,19,30.0,1,0,5,30.0,1.0,0,13,0.43333333333333335,30,4.233333333333333
965012,2240334,154285,17122,24,4,4,2,15,4.0,6,1,4,4.0,9.5,10,472,0.7044776119402985,670,6.744776119402985
1242989,3294115,169518,7388,67,20,10,0,15,3.0,5,1,10,3.0,3.0,4,88,0.6153846153846154,143,9.363636363636363
1035371,2571108,112431,34358,83,4,6,0,09,30.0,22,0,6,30.0,12.5,11,1190,0.6197916666666666,1920,8.795833333333333
1346046,3193207,114049,49044,92,18,6,2,15,22.0,14,1,6,22.0,15.5,18,73,0.6347826086956522,115,10.478260869565217
95323,382906,150693,30000,38,1,10,2,15,13.0,26,1,10,13.0,15.5,15,5,0.4166666666666667,12,12.833333333333334
555562,1436339,68536,39067,100,21,7,0,15,11.0,4,0,7,11.0,8.5,9,9,0.6,15,9.0
96666,101536,199829,37646,24,4,7,0,13,9.0,7,1,7,9.0,12.5,8,2100,0.7475970096119615,2809,8.073691705233179
982306,2429510,100136,27966,123,4,21,6,12,14.0,30,1,21,14.0,21.5,35,4279,0.7715470609448251,5546,7.628921745402091
1359477,3226172,130308,21131,77,7,15,0,21,6.0,1,1,15,6.0,2.5,2,75,0.5434782608695652,138,7.5
1365439,3241378,515,30169,120,16,20,0,13,1.0,7,0,20,1.0,4.0,4,414,0.6489028213166145,638,8.006269592476489
1076511,2825748,33054,23915,38,1,5,1,17,16.0,4,1,5,16.0,8.0,13,68,0.6296296296296297,108,5.537037037037037
1063822,2611187,177780,33206,4,9,40,0,17,4.0,16,1,40,4.0,10.5,20,30,0.410958904109589,73,11.219178082191782
1001893,2543333,45035,6489,107,19,52,4,12,5.0,4,0,52,5.0,4.5,2,183,0.5884244372990354,311,10.19935691318328
639721,1560200,114827,17858,54,17,4,4,15,20.0,11,0,4,20.0,7.0,11,69,0.49640287769784175,139,9.640287769784173
531934,1403407,190544,16848,14,20,20,3,14,9.0,5,1,20,9.0,6.0,9,100,0.6896551724137931,145,8.0
771309,1923931,55016,40706,123,4,4,2,15,30.0,5,1,4,30.0,3.0,2,2727,0.7133141511901648,3823,9.643735286424274
1276490,3109872,152718,28427,84,16,6,1,19,30.0,5,0,6,30.0,3.0,3,274,0.6936708860759494,395,5.425316455696202
948550,2209265,167252,16290,77,7,4,4,11,9.0,10,1,4,9.0,7.0,11,134,0.5193798449612403,258,8.972868217054264
81683,359291,120828,7969,24,4,16,2,15,5.0,6,0,16,5.0,3.5,3,231,0.4894067796610169,472,9.974576271186441
548263,1178075,192340,45806,79,1,16,4,11,30.0,4,1,16,30.0,4.0,5,12,0.42857142857142855,28,6.392857142857143
281666,840802,203808,39581,53,16,4,0,18,27.0,2,0,4,27.0,8.5,12,279,0.7707182320441989,362,6.577348066298343
591041,1479167,194912,45232,24,4,4,0,15,30.0,1,1,4,30.0,1.0,1,6,0.5,12,7.833333333333333
1277911,3113051,72311,1039,56,18,6,1,18,26.0,4,0,6,26.0,4.5,1,20,0.4444444444444444,45,11.71111111111111
155345,186592,158219,2876,64,7,5,2,17,30.0,4,0,5,30.0,3.0,1,53,0.5463917525773195,97,8.22680412371134
627613,1769346,123406,8424,83,4,13,2,13,30.0,43,0,13,30.0,28.0,34,1671,0.569918144611187,2932,9.657230559345157
1256199,3083027,40517,38190,49,12,8,1,20,30.0,7,1,8,30.0,5.0,1,11,0.5789473684210527,19,6.947368421052632
748647,1714007,153398,31717,16,4,40,5,09,9.0,7,1,40,9.0,4.5,5,2308,0.6545660805445264,3526,9.616279069767442
441487,1265882,186824,27392,120,16,8,0,17,30.0,4,1,8,30.0,11.0,17,103,0.7006802721088435,147,8.517006802721088
304171,627143,55404,20606,2,16,19,6,08,2.0,3,1,19,2.0,9.5,9,1,0.5,2,8.0
1077897,2619808,55563,20682,93,3,7,6,18,16.0,11,0,7,16.0,7.0,9,100,0.7194244604316546,139,7.690647482014389
1205412,2765934,167695,28769,106,12,18,6,10,7.0,4,1,18,7.0,11.0,19,67,0.41875,160,11.4375
496949,1343988,117911,9175,77,7,19,5,10,30.0,5,0,19,30.0,5.0,8,97,0.7348484848484849,132,5.5606060606060606
372821,934762,156462,47209,24,4,6,2,13,30.0,14,1,6,30.0,13.5,19,6042,0.8284656519950637,7293,6.972850678733032
1376878,3269347,154579,3999,24,4,30,5,20,7.0,10,0,30,7.0,10.5,19,149,0.5498154981549815,271,9.992619926199263
61046,339101,142379,33352,123,4,38,6,19,8.0,6,1,38,8.0,10.0,17,255,0.6359102244389028,401,8.643391521197007
1115950,2879316,47720,32864,123,4,32,3,10,7.0,2,1,32,7.0,4.0,4,543,0.5940919037199125,914,10.040481400437637
1309763,3379924,55380,26604,24,4,7,1,18,30.0,2,0,7,30.0,4.5,0,1843,0.6482588814632431,2843,8.930003517411185
1212891,2774981,186598,5068,32,4,8,3,18,14.0,3,0,8,14.0,9.5,12,207,0.5549597855227882,373,7.662198391420912
32790,285502,91727,44625,71,16,4,0,17,30.0,1,1,4,30.0,7.0,4,41,0.6307692307692307,65,10.138461538461538
423358,991283,66384,1939,74,17,24,3,12,3.0,7,0,24,3.0,10.5,7,26,0.3333333333333333,78,9.871794871794872
806852,2030355,113807,19057,24,4,5,0,12,30.0,3,0,5,30.0,5.5,6,2288,0.7914216534071256,2891,7.730888965755794
1345035,3191357,44675,27695,106,12,8,5,11,14.0,5,1,8,14.0,6.5,9,401,0.723826714801444,554,9.169675090252708
924965,2367517,175650,432,91,16,4,6,16,8.0,2,1,4,8.0,1.5,1,977,0.7650743931088488,1277,6.01018010963195
994332,2450949,185724,48974,89,13,51,0,09,7.0,8,0,51,7.0,5.5,7,10,0.35714285714285715,28,10.321428571428571
616525,1501846,142329,25824,107,19,5,1,15,16.0,15,0,5,16.0,12.5,12,268,0.5114503816793893,524,10.158396946564885
1370491,3253696,97200,20899,120,16,17,6,18,20.0,6,1,17,20.0,20.5,39,179,0.8364485981308412,214,7.5607476635514015
785792,1950986,98432,8714,101,17,16,6,16,14.0,12,0,16,14.0,11.0,10,1,0.1,10,13.8
667170,1601359,190081,38456,24,4,11,2,13,8.0,16,0,11,8.0,10.5,15,502,0.5940828402366863,845,9.461538461538462
1361375,3230483,65153,19660,115,7,30,3,16,9.0,1,1,30,9.0,6.0,10,1834,0.8242696629213483,2225,4.525842696629214
1045440,2529477,192519,34898,21,16,5,0,13,0.0,2,1,5,0.0,1.5,1,65,0.6632653061224489,98,8.581632653061224
95794,384078,42955,10025,116,1,66,4,11,6.0,20,0,66,6.0,11.0,18,53,0.6022727272727273,88,10.181818181818182
1254169,3306521,67858,14168,131,9,24,0,12,28.0,18,1,24,28.0,19.0,23,191,0.4973958333333333,384,10.8515625
103656,388066,27243,329,84,16,4,5,14,11.0,1,0,4,11.0,4.0,3,388,0.8083333333333333,480,5.83125
1323567,3163797,198667,21137,24,4,5,0,17,30.0,2,0,5,30.0,2.5,1,8603,0.7897007527079126,10894,8.017073618505599
278501,833241,104796,43904,21,16,8,0,14,8.0,1,1,8,8.0,8.5,12,16,0.42105263157894735,38,11.368421052631579
705964,1654114,27200,2103,131,9,42,0,10,7.0,24,1,42,7.0,14.5,26,28,0.5283018867924528,53,11.358490566037736
33616,287436,121609,37317,31,7,32,1,11,11.0,6,1,32,11.0,6.5,7,118,0.6629213483146067,178,6.247191011235955
619846,1530018,162293,43950,24,4,5,5,18,10.0,5,0,5,10.0,3.0,2,3,0.1875,16,7.8125
202020,500500,18575,46692,107,19,4,5,09,30.0,25,1,4,30.0,18.5,29,175,0.625,280,10.103571428571428
247844,798260,41495,22825,24,4,22,2,21,0.0,7,1,22,0.0,13.0,25,1308,0.6909667194928685,1893,9.758584257791865
1210483,2999606,179914,2244,67,20,35,4,17,9.0,22,0,35,9.0,12.5,15,0,0.0,5,12.6
700245,1650542,69239,8676,78,19,14,4,16,7.0,2,1,14,7.0,3.0,5,6,0.46153846153846156,13,8.846153846153847
729395,1686588,36706,27288,105,13,8,5,19,30.0,1,0,8,30.0,1.5,0,92,0.5111111111111111,180,9.877777777777778
973161,2255269,189684,32757,13,20,8,2,09,30.0,17,0,8,30.0,9.5,8,49,0.5764705882352941,85,9.494117647058824
1236616,3059097,122644,46516,93,3,16,4,16,30.0,26,0,16,30.0,19.5,21,77,0.7623762376237624,101,9.049504950495049
647041,1572727,143975,22035,21,16,21,2,18,19.0,3,1,21,19.0,5.5,8,1565,0.7852483692925238,1993,8.688409433015554
810383,1988055,161775,2390,107,19,9,4,17,22.0,2,1,9,22.0,6.5,7,45,0.4326923076923077,104,11.259615384615385
1092855,2857788,144563,43371,104,13,18,6,13,13.0,1,0,18,13.0,6.0,4,17,0.1827956989247312,93,8.913978494623656
762364,1723132,189829,39032,123,4,42,1,10,6.0,1,1,42,6.0,6.0,6,119,0.5862068965517241,203,8.369458128078819
468216,1300350,37089,41486,19,13,19,2,16,14.0,47,1,19,14.0,26.0,46,6,0.2222222222222222,27,12.37037037037037
1080977,2832028,204714,47766,24,4,6,6,18,14.0,3,1,6,14.0,7.0,4,6226,0.8403293291942232,7409,6.417735186934809
1214396,2779262,98245,31883,38,1,11,5,18,9.0,1,1,11,9.0,8.5,5,92,0.5443786982248521,169,10.650887573964496
1116367,2880126,30911,27344,96,20,11,4,17,30.0,5,0,11,30.0,4.5,2,1179,0.6593959731543624,1788,9.247762863534676
823891,2001630,69908,33028,72,13,16,3,10,14.0,12,1,16,14.0,6.5,7,3,0.2727272727272727,11,10.636363636363637
1089789,2623725,70463,8277,24,4,39,6,18,30.0,1,1,39,30.0,4.5,8,1624,0.7211367673179396,2252,8.698934280639431
200694,247787,100256,3990,21,16,4,2,16,30.0,7,0,4,30.0,5.5,2,238,0.616580310880829,386,9.588082901554404
1126422,2889965,159908,29506,128,3,18,6,04,20.0,3,1,18,20.0,3.5,4,49,0.5104166666666666,96,9.520833333333334
211023,753546,138885,43945,78,19,5,0,15,13.0,4,0,5,13.0,5.0,5,25,0.3787878787878788,66,9.848484848484848
1163763,2719895,57876,7461,59,15,39,0,11,6.0,8,0,39,6.0,10.5,13,77,0.463855421686747,166,9.951807228915662
649700,1784088,35282,44142,83,4,4,1,20,30.0,7,0,4,30.0,6.0,3,925,0.6301089918256131,1468,8.703678474114442
295951,851082,125281,2846,83,4,21,2,19,8.0,6,1,21,8.0,4.0,6,139,0.549407114624506,253,9.075098814229248
776250,1931302,128893,21137,24,4,14,0,12,30.0,2,1,14,30.0,1.5,1,8603,0.7897007527079126,10894,8.017073618505599
796368,1966642,115946,25825,4,9,7,3,07,3.0,3,0,7,3.0,3.0,1,36,0.5538461538461539,65,8.953846153846154
1277406,3111997,88905,25659,91,16,4,0,22,2.0,13,1,4,2.0,9.0,6,565,0.5406698564593302,1045,9.91578947368421
1371162,3255453,100202,33000,36,16,4,2,18,30.0,2,1,4,30.0,4.0,2,1018,0.6897018970189702,1476,7.264227642276423
837305,2069676,45077,21962,31,7,14,6,12,5.0,3,0,14,5.0,8.0,7,9,0.42857142857142855,21,7.809523809523809
806997,1979109,178756,12556,57,14,29,6,11,30.0,14,0,29,30.0,9.5,14,3,0.5,6,9.166666666666666
848232,2290828,79184,38028,123,4,9,5,09,30.0,13,1,9,30.0,11.0,21,142,0.5546875,256,9.625
352461,688517,105950,11091,38,1,14,4,17,15.0,3,1,14,15.0,23.0,34,25,0.78125,32,7.625
1012575,2481413,155207,14778,3,19,5,1,10,30.0,15,0,5,30.0,10.5,10,183,0.6120401337792643,299,11.953177257525084
446408,1077077,34020,46847,130,14,40,4,18,24.0,11,1,40,24.0,13.0,17,44,0.5057471264367817,87,9.620689655172415
447454,1275005,38943,15404,21,16,34,3,14,20.0,7,1,34,20.0,7.0,7,22,0.5116279069767442,43,8.093023255813954
1279280,3337785,166853,15618,78,19,7,5,12,6.0,11,0,7,6.0,8.5,5,21,0.39622641509433965,53,10.0
70657,72262,25248,45583,64,7,6,6,09,19.0,5,1,6,19.0,4.5,7,2,0.6666666666666666,3,7.666666666666667
118922,406500,87606,12036,131,9,4,1,12,28.0,5,0,4,28.0,6.5,3,51,0.5604395604395604,91,11.010989010989011
613122,1519366,42811,47324,43,3,19,5,19,29.0,4,1,19,29.0,3.5,3,7,0.23333333333333334,30,14.633333333333333
998014,2459407,103767,22328,23,19,7,4,08,30.0,2,1,7,30.0,7.5,3,44,0.3963963963963964,111,10.945945945945946
441933,1266626,190072,30391,83,4,5,5,16,30.0,9,1,5,30.0,6.5,4,3007,0.6518534576197702,4613,9.310860611315846
686406,1814847,156937,5785,84,16,26,0,08,30.0,19,0,26,30.0,12.0,9,1276,0.8312703583061889,1535,5.608469055374592
685788,1636201,141914,44204,78,19,6,4,17,30.0,10,0,6,30.0,8.0,9,32,0.3764705882352941,85,11.188235294117646
1285615,3120956,131429,12011,112,3,17,0,13,20.0,4,1,17,20.0,3.0,1,49,0.6363636363636364,77,8.96103896103896
902355,2154594,203401,10749,83,4,21,2,14,11.0,17,1,21,11.0,12.0,21,1599,0.6681989134977017,2393,9.698704554951943
1199122,2986864,2864,1757,69,15,6,2,10,30.0,4,0,6,30.0,6.0,3,39,0.4588235294117647,85,9.882352941176471
565175,1201882,154240,27966,123,4,27,3,10,11.0,2,1,27,11.0,9.0,10,4279,0.7715470609448251,5546,7.628921745402091
1181909,2964873,15452,24024,84,16,11,4,10,3.0,1,1,11,3.0,1.5,2,405,0.8785249457700651,461,5.626898047722343
859822,2308721,129870,23909,84,16,35,0,12,11.0,12,1,35,11.0,12.5,21,1248,0.8103896103896104,1540,5.702597402597402
560843,1189686,52815,19820,84,16,7,1,11,30.0,9,1,7,30.0,8.5,10,128,0.8258064516129032,155,6.232258064516129
826183,2007986,144638,35424,127,11,8,3,19,8.0,3,0,8,8.0,12.5,2,9,0.2903225806451613,31,10.35483870967742
669819,1803521,69182,2446,83,4,100,2,11,1.0,4,0,100,1.0,3.0,4,1,0.06666666666666667,15,8.0
391251,1003210,87027,45210,120,16,56,5,23,6.0,9,1,56,6.0,6.0,8,124,0.6391752577319587,194,8.927835051546392
411407,1041511,2412,25495,120,16,5,5,08,30.0,10,1,5,30.0,11.0,21,104,0.6459627329192547,161,8.51552795031056
1149113,2920381,23878,8075,60,17,54,6,11,16.0,12,1,54,16.0,10.5,20,36,0.4675324675324675,77,11.792207792207792
551936,1182568,90572,10132,21,16,5,3,12,1.0,18,0,5,1.0,10.0,5,509,0.7313218390804598,696,9.054597701149426
830765,2014558,39845,6046,35,12,4,1,15,30.0,9,1,4,30.0,5.0,4,630,0.6680805938494168,943,8.25662778366914
1162485,2937692,182905,10108,24,4,9,1,10,30.0,14,0,9,30.0,8.5,5,88,0.624113475177305,141,9.72340425531915
47030,315210,148448,242,45,19,100,3,18,3.0,5,1,100,3.0,4.0,6,3,0.6,5,7.2
299062,620539,112578,8193,83,4,4,3,14,20.0,1,0,4,20.0,4.5,0,804,0.5669957686882934,1418,9.192524682651621
737645,1702572,144229,23375,9,9,15,0,19,24.0,2,1,15,24.0,5.0,5,504,0.6684350132625995,754,10.97082228116711
681159,1625135,144942,22935,83,4,34,0,19,5.0,10,1,34,5.0,9.5,11,3094,0.7212121212121212,4290,8.864801864801866
711368,1667163,193837,4138,77,7,35,6,13,11.0,6,1,35,11.0,10.5,18,177,0.5446153846153846,325,8.332307692307692
851977,2295389,32334,27229,66,6,72,5,16,3.0,6,1,72,3.0,5.5,7,4,0.12121212121212122,33,8.030303030303031
169474,461187,370,35142,6,2,28,5,17,30.0,5,1,28,30.0,4.0,6,10,0.625,16,7.0625
270762,586290,188907,32888,56,18,4,4,15,29.0,8,0,4,29.0,5.0,0,18,0.6,30,9.2
1135359,2683751,104739,13764,61,19,21,6,06,2.0,26,1,21,2.0,18.5,19,1,1.0,1,26.0
190414,486212,54577,6184,32,4,41,4,13,23.0,1,1,41,23.0,2.0,3,1004,0.7431532198371577,1351,4.438934122871947
717182,1856095,35467,32665,112,3,6,3,09,30.0,3,0,6,30.0,3.0,0,111,0.5721649484536082,194,9.984536082474227
